Paula,Buckley,2023-12-03 0:00:00,Airbus SE,Aditionals,Google,Systems Engineer,Commerce Chamber,About Me,Sales | Investment | Education & Training,Tags Description,Front End Developer | Researcher | Teachnology,Technologist | Education & Training | Story Teller,Thump Down,Archive Member,Human Coded (Manual Validation),Marketing and Branding,Logistics Companies,About the Organization,Develop Community Service Initiatives,Promote Vegan and Vegetarian Options,Artists,Improve Healthcare Systems,"Pioneered a diversity and inclusion program, leading to a more inclusive workplace and a 15% increase in employee satisfaction.",Adoption Programs,Government Officials,Increase Trust Ratio
Simon,Parker,2023-12-12 0:00:00,Volkswagen AG,Aditionals,Google,Publishing Manager,Organization,About Me,Learning | Research | Academics,Tags Description,Economics | Branding | Education & Training,Digital Marketing | Coaching | Web Design,Thump Down,Yes,Human Coded (Manual Validation),Event Management,Community Activists,,Increase Engagement Rate,Keep Branding Ratio,Garden Clubs,Join the Renewable Energy Movement,"I curated an art exhibition that showcased emerging talents, contributing to the discovery and recognition of several artists in the industry.",STEM Education,Food Entrepreneurs,Strengthen Data Protection
Edward,Lewis,2023-12-04 0:00:00,General Electric Company,,Social Network Logging,Information Systems Manager,Commerce Chamber,About Me,Public Speaking | Mentorship | Consulting,Tags Description,Networking | E-Commerce | Social Media,Design & UX | Science | Education & Training,Double-Thumbs Up,Archive Member,Yes,A Key Organizational Need,Telecommunications Companies,About the Organization,Offer Social Media Marketing Training,Develop Workforce Skills,Retail Associations,Sustain Independent Journalism,"I contributed to a science magazine that gained a 25% increase in readership, fostering public interest and understanding of cutting-edge scientific advancements.",Sustainable Energy Solutions,Journalists,Create a Connected City
Erika,Morris,2023-12-10 0:00:00,Bayer AG,Aditionals,LinkedIn,Administrator,Organization,About Me,Business Strategy | Cibersecurity | Career Advancement,Tags Description,Business Strategy | Innovation | Cloud Platform,Research | Design & UX | Data Analytics,Thumb Down,Yes,Yes,Membership Database Management,Community Activists,About the Organization,Introduce a Young Entrepreneurs Program,Develop Senior Care Programs,HR Firms,Empower Women in Tech,"At the law firm, we provide free advice to people with limited resources and have helped more than 100 families",Public Relations,Female Scientists,Increase Female Representation in STEM
James,Rubio,2023-12-09 0:00:00,Google LLC (parte de Alphabet Inc.),,LinkedIn,Geophysical Data Processor,Commerce Chamber,,Book Clubs | Economics | Corporate Responsability,Tags Description,Economics | Branding | Education & Training,E-Commerce | Digital Marketing | Data Analytics,Rating,No,Yes,Online Presence,Venture Capitalists,,Conduct a Local Market Analysis,Foster Manufacturing Growth,Open To,Call To Action,"Every six months, our company dedicates an advertising campaign to raising awareness about addictions.",Investment Strategies,Artists and Performers,Foster Local Sports
Jason,Fischer,2023-12-05 0:00:00,"Honda Motor Co., Ltd.",,Google,Museum/Gallery Conservator,Organization,,Sustainability | Health & Wellness | Diversity & Inclusion,,Social Media | Marketing | Rerearch,Technology Generator | Science | Engineering,Thumb Down,Yes,Yes,Business Consulting Services,Nonprofit Organizations,,Start a Chamber Member Survey,Expand Public Transportation Options,Tourism Boards,Amplify Local Talent,"Mentored and coached a team member, helping them advance in their career and secure a leadership role within the organization",Investment Strategies,Government Officials,Foster Local Sports
Nathan,Knight,2023-12-10 0:00:00,Ford Motor Company,Aditionals,LinkedIn,Education Officer,Organization,About Me,Branding | E-Commerce | Marketing,Tags Description,Professional Development | Leadership | Tecchnology,Engineering | Technology Generator | Finances,Single-Thumb Up,Yes,Yes,Online Presence,Investment Firms,,Start a Chamber Blog,Foster Innovation and R&D,IT Security Firms,"Shop Local, Support Community",Established key performance indicators (KPIs) that allowed the company to measure and achieve significant improvements in various area,Reporting Resources,Energy Entrepreneurs,Nurture Startups
Jean,Doe,2023-12-08 0:00:00,"Cisco Systems, Inc.",,LinkedIn,Data Scientist,Commerce Chamber,About Me,International Business | Economics | Remote Work,,Compliance | Technology | Cibersecurity,Research | Management | Coaching,Thump Down,Yes,Yes,Community Engagement,Venture Capitalists,,Launch a Member-Only Online Forum,Support Renewable Energy Projects,Technology Partnerships,Bring Art to Life,I collaborated with industry influencers to create a successful marketing campaign that increased brand awareness and market share.,Craft Training,Retirees,Increase Health Food Availability
Derrick,Floyd,2023-08-12 0:00:00,Amazon.com Inc.,,Google,Information Systems Manager,Organization,About Me,Compliance | Economics | Remote Work,,Front End Developer | Researcher | Teachnology,Technologist | Public Speaking | Sales,Thump Down,Yes,Yes,Membership Database Management,Nonprofit Organizations,About the Organization,Organize a Business Awards Ceremony,Improve Local Sports Facilities,Tech Companies,Enrich Our Cultural Landscape,I spearheaded a cost-cutting initiative that resulted in substantial savings without compromising product or service quality,Health Programs,Gardeners,Promote Sustainable Farming
Matt,Gonzalez,2023-12-12 0:00:00,Toyota Motor Corporation,,Google,Product Manager,Commerce Chamber,About Me,International Business | Economics | Remote Work,,Front End Developer | Researcher | Teachnology,Technology Generator | Accounting | Data Analytics,Rating,Yes,No,Customer Relationship Management (CRM),Target Connection for the Organization,,Launch an E-commerce Webinar Series,Cultivate Entrepreneurial Ecosystem,IT Security Firms,Power Our Future Sustainably,I have a mentoring group for teenagers who want to innovate through science. We have won two local awards,Caregiving Resources,Transport Authorities,Improve Library Accessibility
Paula,Perez,2023-12-10 0:00:00,Visa Inc.,,Google,Careers Information Officer,Organization,,Networking | Career Advancement | Education & Training,Tags Description,Trends | Diversity & Inclusion | Sustainability,Content Creation | Sales | International Business,Double-Thumbs Up,Yes,No,Business Intelligence Tools,Government Officials,,Run a Member Feature Spotlight Series,Advance Healthcare Services,Educational Institutions,Support Our Seniors,"I Collaborated with a renowned artist on a collaborative project, gaining national recognition and expanding the reach of both artists' work",Literacy Programs,Health-conscious Consumers,Increase Trust Ratio
Tara,Burton,2023-12-10 0:00:00,"Goldman Sachs Group, Inc.",,Social Network Logging,Financial Manager,Commerce Chamber,About Me,Career Advancement | Real Estate | Mentorship,,Professional Development | Leadership | Tecchnology,Soft Skills | Engineering | Research,Thumb Down,Yes,Human Coded (Manual Validation),Local and International Partnerships,International Business Partners,About the Organization,Facilitate Business-to-Business Discounts,Enhance Cybersecurity,Financial Institutions,Amplify Local Talent,"Led a cross-functional team in the development and launch of a mobile app that addressed a specific market need, gaining widespread user adoption",Gardening Knowledge,Retail Business Owners,Help Startups Thrive
Dustin,Fischer,2023-12-09 0:00:00,"Nike, Inc.",Aditionals,Google,Pensions Consultant,Commerce Chamber,,Research | AI & Machine Learning | Career Advancement,,Social Media | Marketing | Rerearch,Research | Design & UX | Data Analytics,Double-Thumbs Up,Yes,Human Coded (Manual Validation),Health and Safety Standards,Economic Development Agencies,,Launch a Business Pitch Competition,Support Renewable Energy Projects,Local Farmers,Power Our Future Sustainably,"Launched a charitable initiative that resulted in significant donations to a chosen cause, demonstrating corporate social responsibility.",Business Mentorship,Retirees,Strengthen Retail Business
Billy,Green,2023-12-02 0:00:00,Citigroup Inc.,,LinkedIn,Business Manager,Organization,About Me,Economics | Remote Work | Book Clubs,Tags Description,Financial Coaching | Technology Consultancy,Technology Generator | Science | Engineering,Rating,Yes,No,Public Relations,Venture Capitalists,About the Organization,Create a Resource Library for Members,Maximaze Customer Strategies,HR Firms,Bring Art to Life,I was selected nationally for synchronized swimming in the 2016 Olympics.,Leadership Development,Artists and Performers,Preserve Cultural Landmarks
Paula,Allen,2023-12-02 0:00:00,American Express Company,Aditionals,LinkedIn,Information Systems Manager,Commerce Chamber,,Compliance | Economics | Remote Work,,Industrial Maintenance | Automotive Consultancy | Data Analysis,Finances | Mentoring | Marketing,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),Marketing and Branding,Startup Founders,About the Organization,Host Business Legal Compliance Workshops,Maximaze Customer Strategies,Community Engagement,Improve Healthcare Systems,Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Transit Solutions,Manufacturers,Increase Health Food Availability
Deborah,Wilson,2023-12-07 0:00:00,Comcast Corporation,Aditionals,Social Network Logging,Contractor,Organization,About Me,Interest,,Rearch | Education & Training | Cibersecurity,Content Creation | Web Design | Story Teller,Rating,Archive Member,Human Coded (Manual Validation),Workforce Development,Technology Innovators,,Host a Chamber Open House Event,Develop Smart City Initiatives,Technology Partnerships,Spotlight on Local Cinema,Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Top Needs,Care Providers,Improve Manufacturing Sector
Kari,Little,2023-12-12 0:00:00,Intel Corporation,Aditionals,LinkedIn,Transport Planner,Commerce Chamber,About Me,Corporate Responsability | Compliance | Branding,,Diversity & Inclusion | Mental Health | Fitness,Design & UX | Education & Training | Science,Double-Thumbs Up,Yes,Yes,Volunteer Management,Construction Firms,,Run a Member Feature Spotlight Series,Promote Gender Equality,Foreign Chambers,Nurture Business Ideas,"Led a cross-functional team to streamline internal processes, resulting in a 30% increase in overall efficiency and cost savings.",IT Infrastructure,Shop Owners,Strengthen Financial Services
Joseph,Parker,2023-08-12 0:00:00,AT&T Inc.,,LinkedIn,Animal technologist,Organization,,Business Strategy | Cibersecurity | Career Advancement,Tags Description,Trends | Diversity & Inclusion | Sustainability,Technology Generator | Accounting | Data Analytics,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),Feedback Mechanisms,Legal Experts,About the Organization,Launch New Member Welcome Program,Improve Local Sports Facilities,Transport Companies,Secure Our Digital Future,"Championed a mentorship program within the organization, facilitating professional development and knowledge sharing among employees.",IT Infrastructure,Health-conscious Consumers,Strengthen Local Media
